an,ap,ar,as,br,ch,ct,date,dateymd,dd,dl,dn,ga,gj,hp,hr,jh,jk,ka,kl,la,ld,mh,ml,mn,mp,mz,nl,or,pb,py,rj,sk,status,tg,tn,tr,tt,un,up,ut,wb
1486,227860,2155,58736,79720,1515,12148,09-Aug-20,2020-08-09,0,145427,1557,8712,71064,3371,41635,18156,24897,178087,34331,1688,0,515332,1062,3753,894,608,2781,45927,23903,5384,52497,879,Confirmed,79495,296901,6161,2214045,0,122609,9632,95554
1621,235525,2231,61636,82741,1595,12625,10-Aug-20,2020-08-10,0,146134,1619,9029,72120,3463,42429,18786,25367,182354,35515,1717,0,524513,1115,3853,900,620,3011,47455,24889,5626,53670,923,Confirmed,80751,302815,6223,2267061,0,126722,10021,98459
1760,244549,2327,64305,86812,1670,12985,11-Aug-20,2020-08-11,0,147391,1658,9444,73238,3497,43227,19469,25931,188611,36932,1770,0,535601,1142,3941,906,623,3031,48796,25889,5902,54887,926,Confirmed,82647,308649,6387,2328313,0,131763,10432,101390
1896,254146,2430,68898,90553,1751,13552,12-Aug-20,2020-08-12,0,148504,1697,9924,74390,3636,44024,20257,26413,196494,38144,1811,0,548313,1179,3982,912,648,3118,50672,26909,6383,56100,943,Confirmed,84544,314520,6497,2395379,0,136238,10886,104326
2033,264142,2512,71694,94459,1842,14030,13-Aug-20,2020-08-13,0,149460,1743,10494,75482,3816,44817,20950,26949,203200,39708,1849,0,560126,1193,4112,918,649,3168,52653,27936,6682,57414,944,Confirmed,86475,320355,6618,2459520,0,140775,11302,107323
2182,273085,2607,74400,98370,1928,14559,14-Aug-20,2020-08-14,0,150652,1784,10970,76569,3874,45614,22125,27489,211108,41277,1879,0,572734,1228,4198,924,657,3322,54630,29013,6997,58692,1093,Confirmed,88396,326245,6782,2525130,0,145287,11615,110358
2302,281817,2658,75457,101906,2009,15045,15-Aug-20,2020-08-15,0,151928,1848,11339,77663,3993,46410,22672,28021,219926,42885,1909,0,584754,1292,4390,930,713,3340,57126,30041,7356,59979,1161,Confirmed,90259,332105,6949,2589116,0,150061,11940,113432
2395,289829,2701,76774,104093,2102,15621,16-Aug-20,2020-08-16,0,152580,1883,11639,78783,4156,47153,23224,28470,226966,44415,1948,0,595865,1374,4569,936,777,3394,60050,31206,7734,61296,1180,Confirmed,91361,338055,7076,2647212,0,154418,12175,116498
2441,296609,2741,79566,106618,2216,16025,17-Aug-20,2020-08-17,0,153367,1910,11994,79816,4174,48040,24067,28892,233283,46140,1966,0,604358,1418,4687,942,789,3455,62294,32695,8031,62630,1200,Confirmed,92255,343945,7219,2701510,0,158216,12493,119578
2525,306261,2875,82100,109875,2305,16833,18-Aug-20,2020-08-18,0,154741,1961,12333,80942,4235,48936,25308,29326,240948,47898,2010,0,615477,1457,4765,948,815,3520,64533,34400,8398,63977,1220,Confirmed,93937,349654,7424,2766509,0,162434,12961,122753
2600,316003,2950,84216,112759,2396,17585,19-Aug-20,2020-08-19,0,156139,1998,12675,82087,4411,49930,26275,30034,249590,50231,2048,0,628642,1535,4876,954,860,3558,67122,36083,8754,65289,1245,Confirmed,95700,355449,7660,2835705,0,167510,13225,125922
2676,325396,3066,85951,115210,2515,18637,20-Aug-20,2020-08-20,0,157354,2032,13099,83262,4538,50926,26913,30717,256975,52199,2077,0,643289,1661,4925,960,874,3583,70020,37824,9294,66619,1303,Confirmed,97424,361435,7850,2904223,0,172334,13636,129119
2743,334940,3126,87807,117671,2631,19510,21-Aug-20,2020-08-21,0,158604,2085,13484,84466,4728,52129,28171,31371,264546,54182,2133,0,657450,1718,5049,966,895,3619,72718,39327,9596,67954,1349,Confirmed,98881,367430,8106,2972742,0,177239,14083,132364
2804,345216,3223,89367,119909,2776,20214,22-Aug-20,2020-08-22,0,160016,2125,13790,85678,4895,53290,29078,31981,271876,56354,2210,0,671942,1811,5132,972,903,3635,75537,40643,10114,69264,1394,Confirmed,101355,373410,8386,3042809,0,182456,14566,135596
2856,353111,3263,90639,122156,2918,20918,23-Aug-20,2020-08-23,0,161466,2161,13999,86779,5001,54386,30153,32647,277814,58262,2279,0,682383,1917,5246,978,918,3686,78530,41779,10524,70609,1416,Confirmed,103739,379385,8717,3104558,0,187781,15124,138870
2900,361712,3312,92518,123383,3035,22054,24-Aug-20,2020-08-24,0,162527,2179,14138,87846,5101,55460,31093,33075,283665,59504,2330,0,693398,1976,5362,984,918,3714,81479,43284,10861,71955,1459,Confirmed,105581,385352,8917,3164254,0,192382,15529,141837
2941,371639,3412,94491,124827,3209,23341,25-Aug-20,2020-08-25,0,164071,2200,14530,88942,5154,56608,32149,33776,291826,61879,2420,0,703823,2018,5444,990,953,3752,84231,44577,11428,73325,1488,Confirmed,108160,391303,9210,3231127,0,197388,16014,144801
2981,382469,3555,96670,126990,3376,24550,26-Aug-20,2020-08-26,0,165764,2222,15027,90139,5321,58005,33286,34480,300406,64355,2451,0,718711,2050,5585,996,967,3778,87602,46090,11932,74670,1499,Confirmed,111178,397261,9539,3307122,0,203028,16549,147775
3014,393090,3633,98706,128850,3564,25988,27-Aug-20,2020-08-27,0,167604,2264,15483,91329,5501,59298,34651,35135,309792,66761,2492,0,733568,2130,5725,1002,974,3784,90986,47836,12436,76015,1555,Confirmed,113973,403242,9924,3383949,0,208419,17277,150772
3046,403616,3745,101266,130848,3724,27233,28-Aug-20,2020-08-28,0,169412,2295,16006,92601,5637,60596,35788,35831,318752,69304,2540,0,747995,2240,5843,1008,1003,3805,94668,49378,13026,77370,1589,Confirmed,116905,409238,10433,3460606,0,213824,17865,153754
3077,414164,3877,103693,132935,3985,28746,29-Aug-20,2020-08-29,0,171366,2310,16553,93883,5781,61987,37087,36377,327076,71701,2603,0,764281,2283,5960,1014,1003,3851,97920,50848,13558,78777,1615,Confirmed,119656,415590,10876,3539085,0,219457,18571,156766
3100,424767,4034,105673,135013,4155,30092,30-Aug-20,2020-08-30,0,173390,2342,17004,95155,5945,63282,38410,37163,335928,73855,2638,0,780689,2343,6112,1020,1008,3922,100934,52526,14129,80227,1640,Confirmed,122580,422085,11323,3618546,0,225632,19235,159785
3128,434771,4112,108939,136337,4346,31503,31-Aug-20,2020-08-31,0,174748,2369,17418,96435,6116,64732,41631,37698,342423,75385,2681,0,792541,2368,6252,1026,1011,3950,103536,53992,14413,81693,1665,Confirmed,124453,428041,11644,3687312,0,230414,19827,162778
3156,445139,4212,111623,138265,4550,33387,01-Sep-20,2020-09-01,0,177060,2388,18006,97745,6255,66426,43808,38223,351481,76525,2733,0,808306,2440,6382,1032,1012,4003,106561,55508,14768,83163,1683,Confirmed,127187,433969,12153,3765480,0,235757,20398,165721
3182,455531,4360,115178,140234,4789,35683,02-Sep-20,2020-09-02,0,179569,2432,18642,99050,6416,68218,44837,38864,361341,78072,2785,0,825739,2517,6507,1038,1020,4017,109780,56989,15159,84674,1717,Confirmed,130079,439959,12719,3848340,0,241439,21234,168697
3219,465730,4574,118232,142156,5065,37967,03-Sep-20,2020-09-03,0,182306,2461,19355,100375,6615,70099,46455,39943,370206,79625,2840,0,843844,2626,6609,1044,1040,4066,113411,58515,15583,86227,1751,Confirmed,132896,445851,13309,3932496,0,247101,22180,171681
3253,476506,4775,121123,144134,5268,40634,04-Sep-20,2020-09-04,0,185220,2512,19863,101695,6830,71983,48014,40990,379486,82104,2935,0,863062,2734,6699,1050,1046,4107,116678,60013,16174,87797,1856,Confirmed,135374,451827,13833,4019611,0,253175,23011,174659
3288,487331,4914,123821,145861,5502,43163,05-Sep-20,2020-09-05,0,188193,2533,20455,103006,7018,74272,49772,42241,389232,84759,2996,0,883862,2916,6883,1056,1062,4128,120221,61527,16568,89363,1914,Confirmed,137885,457697,14524,4110211,0,259765,23961,177701
3328,498125,5000,125358,147658,5763,45263,06-Sep-20,2020-09-06,0,191449,2571,20829,104341,7415,76549,51038,43557,398551,87841,3036,0,907212,3005,7022,1062,1093,4178,124031,63473,17034,90956,1923,Confirmed,140459,463480,15127,4201936,0,266283,24629,180788
3355,506493,5180,128143,149027,5995,47280,07-Sep-20,2020-09-07,0,193526,2586,21173,105671,7660,78773,52595,44570,404324,89489,3064,0,923641,3034,7106,1068,1114,4220,127892,65583,17318,92536,1952,Confirmed,142261,469256,15526,4276951,0,271851,25436,183865
3388,517094,5401,130721,150694,6372,50114,08-Sep-20,2020-09-08,0,197135,2613,21630,106966,7831,81059,55271,45925,412190,92515,3102,0,943772,3076,7202,1074,1123,4245,131382,67547,17751,94126,1971,Confirmed,144653,474940,16154,4366806,0,278473,26094,186956
3422,527512,5545,132964,152192,6704,52932,09-Sep-20,2020-09-09,0,201174,2639,22251,108295,8147,83353,56872,47542,421730,95917,3142,0,967349,3197,7362,1080,1192,4375,135130,69684,18086,95736,2002,Confirmed,147132,480524,16736,4462342,0,285041,27211,190063
3461,537687,5672,135703,153735,6987,55680,10-Sep-20,2020-09-10,0,205482,2667,22890,109627,8466,85944,58054,49134,430947,99266,3177,0,990795,3296,7470,1086,1333,4636,139121,72143,18538,97376,2022,Confirmed,149666,486052,17271,4559104,0,292029,28226,193175
3490,547686,5825,138237,155445,7292,58643,11-Sep-20,2020-09-11,0,209748,2692,23445,110971,8784,88332,59015,50712,440411,102254,3228,0,1015681,3447,7579,1092,1353,4946,143117,74616,19028,99036,2039,Confirmed,152092,491571,17830,4656759,0,299045,29221,196332
3517,557587,5961,140369,156866,7542,61763,12-Sep-20,2020-09-12,0,214069,2721,24185,112336,9229,91115,60435,52410,449551,105139,3294,0,1037765,3615,7731,1098,1379,5064,146894,77057,19447,100705,2068,Confirmed,154370,497066,18300,4751173,0,305831,30336,199493
3542,567123,6121,141661,158389,7991,63991,13-Sep-20,2020-09-13,0,218304,2741,24592,113662,9555,93641,61449,54096,459445,108278,3345,0,1060308,3724,7875,1104,1414,5083,150807,79679,19835,102408,2099,Confirmed,156586,502759,18929,4844393,0,312036,31973,202708
3553,575079,6297,144064,159526,8245,67327,14-Sep-20,2020-09-14,0,221533,2765,24898,114996,9923,96129,62712,55325,467689,110818,3419,0,1077374,3863,7971,1110,1428,5214,155005,82100,20228,104138,2132,Confirmed,158003,508511,19184,4926306,0,317195,33016,205919
3570,583925,6466,146473,161101,8592,70777,15-Sep-20,2020-09-15,0,225796,2783,25511,116345,10335,98622,64414,56654,475265,114034,3499,0,1097856,4037,8210,1116,1468,5229,158650,84482,20603,105898,2186,Confirmed,160061,514208,19715,5017404,0,324036,34407,209146
3589,592760,6692,148867,162632,8958,73966,16-Sep-20,2020-09-16,0,230269,2810,26139,117709,10795,101316,66049,58244,484990,117864,3535,0,1121221,4195,8320,1122,1480,5263,162920,87184,21113,107680,2234,Confirmed,162334,519860,20169,5115264,0,330265,35947,212383
3600,601462,6851,150247,164224,9246,77775,17-Sep-20,2020-09-17,0,234701,2831,26783,119088,11190,103773,67075,59711,494356,122215,3576,0,1145840,4357,8430,1128,1506,5306,167161,90032,21430,109473,2287,Confirmed,164493,525420,20696,5212051,0,336294,37139,215580
3627,609558,7005,152756,165371,9506,81617,18-Sep-20,2020-09-18,0,238828,2859,27379,120498,11622,106261,68553,61041,502982,126382,3635,0,1167496,4447,8607,1134,1534,5357,171341,92806,21915,111290,2316,Confirmed,166536,530908,20969,5305024,0,342788,38007,218772
3640,617776,7250,155351,166987,9796,84234,19-Sep-20,2020-09-19,0,242899,2887,28022,121930,11908,108952,69835,62533,511346,131026,3708,0,1188015,4559,8724,1140,1548,5392,175550,95529,22458,113124,2355,Confirmed,168659,536477,21504,5397598,0,348517,40085,221960
3647,625514,7385,156578,168542,10082,86183,20-Sep-20,2020-09-20,0,246711,2924,28429,123337,12129,111257,71327,63990,519537,135722,3753,0,1208642,4660,8894,1146,1578,5451,179880,97689,22925,114989,2404,Confirmed,170796,541993,22029,5484993,0,354275,40963,225137
3669,631749,7595,159218,169856,10298,88181,21-Sep-20,2020-09-21,0,249259,2933,28753,124767,12438,113075,72648,65026,526876,138632,3832,0,1224380,4733,9010,1152,1585,5544,184122,99930,23193,116881,2460,Confirmed,172098,547337,22272,5559486,0,358893,41777,228302
3687,639302,7844,161291,171465,10546,90917,22-Sep-20,2020-09-22,0,253075,2944,29343,126169,12769,114870,73923,66261,533850,142757,3887,0,1242770,4791,9280,1158,1691,5604,188311,101341,23686,118793,2526,Confirmed,174264,552674,22831,5642848,0,364543,42651,231484
3708,646530,8133,163389,173063,10726,93351,23-Sep-20,2020-09-23,0,256789,2962,29879,127541,13049,116856,75064,67510,540847,148133,3933,0,1263799,4961,9376,1164,1713,5671,192548,103464,24229,120739,2561,Confirmed,176560,557999,23335,5729551,0,369686,43720,234673
3740,654385,8416,165480,174266,10968,95623,24-Sep-20,2020-09-24,0,260623,2977,30552,128949,13386,118554,76413,68614,548557,154457,3969,0,1282963,5083,9537,1170,1759,5730,196888,105220,24897,122720,2625,Confirmed,178736,563691,23786,5815472,0,374277,44404,237869
3755,661458,8671,167272,175898,11212,98565,25-Sep-20,2020-09-25,0,264450,2989,31071,130391,13679,120578,77684,69832,557212,160934,4025,0,1300757,5158,9791,1176,1786,5768,201096,107096,25491,124730,2717,Confirmed,181117,569370,24127,5901189,0,378533,45332,241059
3770,668751,8869,169008,177355,11380,102461,26-Sep-20,2020-09-26,0,267822,2996,31574,131808,13996,122267,78910,71049,566023,167940,4093,0,1321176,5212,10051,1182,1835,5862,205452,108684,26034,126775,2765,Confirmed,183356,575017,24405,5989948,0,382835,46281,244240
3790,675674,9004,169883,178882,11553,104733,27-Sep-20,2020-09-27,0,271114,3002,31958,133219,14191,123782,79884,72190,575566,175385,4103,0,1339232,5302,10299,1188,1865,5946,209374,110106,26402,128859,2803,Confirmed,185323,580808,24725,6072718,0,387085,47045,247425
3799,681161,9332,173527,180032,11678,108458,28-Sep-20,2020-09-28,0,273098,3012,32396,134623,14457,125412,81392,73014,582458,179923,4152,0,1351153,5362,10477,1194,1908,5957,212609,111375,26687,130971,2828,Confirmed,186701,586397,24918,6142387,0,390875,47502,250580
3817,687351,9553,177119,181471,11816,110655,29-Sep-20,2020-09-29,0,276325,3032,32777,136004,14747,126974,82515,74095,592911,187277,4195,0,1366129,5463,10746,1200,1958,6040,215676,112460,27068,133119,2869,Confirmed,188773,591943,25350,6222887,0,394856,47995,253768
3831,693484,9796,180709,182906,11938,113602,30-Sep-20,2020-09-30,0,279715,3040,33418,137394,14976,128599,83626,75070,601767,196107,4269,0,1384446,5639,10983,1206,1986,6163,219119,113886,27546,135292,2944,Confirmed,190876,597602,25731,6309635,0,399082,49000,257049
3844,700235,10020,182294,184276,12057,116153,01-Oct-20,2020-10-01,0,282752,3054,33942,138744,15219,129912,84639,76163,611837,204242,4360,0,1400922,5802,11111,1212,2018,6244,222734,115151,28026,137485,2982,Confirmed,193090,603290,26063,6391419,0,403101,49248,260324
3854,706790,10220,183710,185707,12212,118790,02-Oct-20,2020-10-02,0,285672,3061,34455,140054,15454,131388,85375,77253,620630,213500,4429,0,1416513,6033,11397,1218,2049,6318,226334,116213,28536,139696,3024,Confirmed,195099,608885,26359,6471302,0,406995,49559,263634
3864,713014,10421,185342,186690,12360,121400,03-Oct-20,2020-10-03,0,287930,3068,34900,141397,15695,132576,86252,78228,630516,221334,4477,0,1430861,6456,11649,1224,2103,6429,229387,117319,28754,141846,3063,Confirmed,196817,614507,26549,6546781,0,410626,50062,266974
3880,719256,10548,186098,187951,12445,123324,04-Oct-20,2020-10-04,0,290613,3085,35328,142699,15851,133878,87185,79106,640661,229887,4521,0,1443409,6656,11855,1230,2120,6552,232713,118157,29091,144030,3106,Confirmed,198766,619996,26871,6621551,0,414466,51481,270331
3895,723512,10783,187616,188858,12578,126005,05-Oct-20,2020-10-05,0,292560,3090,35719,144026,16033,134909,88001,79738,647712,234929,4641,0,1453653,6767,12105,1236,2120,6594,235330,119186,29279,146195,3123,Confirmed,200101,625391,27030,6681681,0,417437,51991,273679
3908,729307,11007,188800,190123,12707,128893,06-Oct-20,2020-10-06,0,295236,3101,36238,145361,16283,136115,88848,80476,657705,242800,4720,0,1465911,7037,12240,1242,2128,6662,238003,120016,29684,148316,3148,Confirmed,202084,630408,27305,6753550,0,420937,52329,277049
3931,734427,11267,190107,191427,12820,131739,07-Oct-20,2020-10-07,0,298107,3118,36670,146672,16565,137398,89677,81097,668652,253406,4802,0,1480489,7165,12489,1248,2148,6715,240998,120868,30163,150467,3247,Confirmed,204238,635855,27542,6832359,0,424326,52959,280504
3948,739719,11479,191295,192671,12922,134612,08-Oct-20,2020-10-08,0,300833,3129,37102,147950,16778,138682,90461,81793,679356,258851,4902,0,1493884,7261,12679,1254,2150,6736,244142,121716,30541,152605,3259,Confirmed,206134,640943,27756,6903156,0,427459,53359,284030
3972,744864,11760,192314,193826,12985,137570,09-Oct-20,2020-10-09,0,303693,3137,37591,149193,16977,139932,91229,82429,690269,268101,4987,0,1506018,7388,12810,1260,2157,6888,246839,122459,30906,154785,3292,Confirmed,208025,646128,27979,6976461,0,430666,54063,287603
3988,750517,11998,193285,194966,13081,140258,10-Oct-20,2020-10-10,0,306559,3149,37934,150414,17244,141090,91926,83064,700786,279856,5059,0,1517434,7544,13092,1266,2162,6949,249693,123317,31243,156908,3334,Confirmed,209836,651370,28150,7050879,0,433712,54525,291194
4001,755727,12147,193681,196268,13166,142372,11-Oct-20,2020-10-11,0,309339,3160,38366,151595,17408,142155,92500,83633,710309,289203,5081,0,1528226,7683,13326,1272,2175,7019,252239,123973,31551,159052,3373,Confirmed,211553,656385,28349,7118668,0,436979,55051,294806
4019,758951,12367,195202,197000,13260,145247,12-Oct-20,2020-10-12,0,311188,3165,38674,152764,17578,143221,93010,84031,717915,295133,5151,0,1535315,7771,13556,1278,2184,7240,254662,124535,31739,161184,3380,Confirmed,212574,661264,28458,7172930,0,439161,55347,298389
4032,763573,12561,196684,198223,13331,147866,13-Oct-20,2020-10-13,0,314224,3165,39082,153922,17762,144302,93711,84708,726106,303897,5238,0,1543837,7838,13793,1284,2202,7363,256937,125211,32006,163219,3430,Confirmed,214282,665930,28675,7236647,0,442118,55641,302020
4042,767465,12768,198111,199549,13403,150696,14-Oct-20,2020-10-14,0,317548,3168,39438,155097,18008,145507,94344,85409,735371,310141,5304,0,1554389,7991,14094,1290,2212,7416,259541,125760,32247,165240,3472,Confirmed,215728,670392,28856,7304458,0,444711,56070,305697
4058,771503,12971,198880,200825,13477,153515,15-Oct-20,2020-10-15,0,321031,3169,39770,156282,18303,146706,94927,86057,743848,317930,5393,0,1564615,8164,14378,1296,2220,7492,262011,126230,32488,167279,3513,Confirmed,217160,674802,29028,7367899,0,447383,56493,309417
4068,775470,13169,199647,201887,13532,155987,16-Oct-20,2020-10-16,0,324459,3174,40091,157473,18522,147933,95400,86754,751390,325213,5441,0,1576062,8303,14715,1302,2229,7604,264149,126737,32768,169289,3544,Confirmed,218714,679191,29190,7430203,0,449935,57042,313188
4079,779146,13348,200289,203060,13582,158502,17-Oct-20,2020-10-17,0,327718,3177,40400,158634,18797,149081,95942,87364,758574,334229,5534,0,1586321,8404,15141,1308,2245,7698,266345,127154,32980,171281,3580,Confirmed,220165,683486,29324,7492096,0,452660,57648,317053
4104,783132,13405,200607,204212,13646,160396,18-Oct-20,2020-10-18,0,331017,3180,40587,159725,18967,150033,96327,87942,765586,341860,5598,0,1595381,8508,15463,1314,2253,7816,268364,127630,33143,173266,3610,Confirmed,221601,687400,29465,7548615,0,455146,58024,321036
4122,786050,13643,201305,205124,13686,162772,19-Oct-20,2020-10-19,0,333171,3182,40746,160721,19135,151234,96817,88369,770604,346882,5647,0,1601365,8536,15778,1320,2253,7953,270346,128103,33249,175226,3614,Confirmed,222549,690936,29550,7594121,0,456865,58360,325028
4137,789553,13778,201971,206961,13743,165279,20-Oct-20,2020-10-20,0,336750,3191,41031,161847,19357,152174,97389,88958,776901,353473,5695,0,1609516,8593,16062,1326,2280,8020,272250,128590,33454,177123,3656,Confirmed,224035,694030,29685,7648469,0,459154,58601,329057
4164,793299,13912,202672,208238,13797,167639,21-Oct-20,2020-10-21,0,340436,3204,41339,162984,19621,153367,98036,89582,782773,361842,5781,0,1617658,8621,16276,1332,2310,8139,274181,129088,33624,178933,3690,Confirmed,225614,697116,29797,7704733,0,461475,59106,333126
4180,796919,14077,203180,209296,13848,170130,22-Oct-20,2020-10-22,0,344318,3210,41586,164120,19844,154495,98585,90166,788551,369324,5812,0,1625197,8720,16621,1338,2341,8296,276094,129693,33834,180755,3740,Confirmed,227070,700193,29922,7759104,0,463858,59508,337283
4203,800684,14145,203607,210389,13920,172580,23-Oct-20,2020-10-23,0,348404,3216,41813,165232,20040,155765,99020,90752,793907,377835,5840,0,1632544,8801,16777,1344,2359,8436,277887,130157,33988,182570,3783,Confirmed,228491,703250,30067,7813035,0,466060,59796,341426
4221,804026,14211,203865,211443,13977,174591,24-Oct-20,2020-10-24,0,352520,3220,42031,166253,20213,157064,99403,91329,798378,386088,5913,0,1638961,8884,17022,1350,2389,8515,279582,130640,34114,184422,3832,Confirmed,229764,706136,30132,7863401,0,468238,60155,345574
4241,807023,14244,204069,212192,14038,175959,25-Oct-20,2020-10-25,0,356656,3223,42242,167172,20370,158304,99661,91861,802817,392931,5933,0,1645020,9020,17160,1356,2447,8626,281215,131055,34195,186243,3848,Confirmed,230742,709005,30218,7909323,0,470270,60376,349701
4249,808924,14391,204284,212705,14085,177608,26-Oct-20,2020-10-26,0,359488,3223,42532,168080,20586,159457,99881,92225,805947,397218,5978,0,1648665,9020,17424,1362,2493,8663,282695,131391,34338,188048,3853,Confirmed,231324,711713,30254,7945342,0,472068,60744,353822
4270,811825,14472,204687,213383,14152,179654,27-Oct-20,2020-10-27,0,364341,3226,42747,169072,20817,160705,100199,92677,809638,402675,6024,0,1654028,9090,17604,1368,2527,8726,283942,131737,34484,189844,3876,Confirmed,232161,714235,30290,7988378,0,474054,60957,357779
4285,814774,14580,205135,214163,14212,181583,28-Oct-20,2020-10-28,0,370014,3232,42968,170052,21149,162223,100544,93213,812784,411465,6085,0,1660766,9180,17809,1374,2607,8787,285482,132263,34585,191629,3888,Confirmed,233642,716751,30450,8038566,0,476034,61261,361703
4301,817679,14668,205533,214946,14292,183588,29-Oct-20,2020-10-29,0,375753,3238,43201,171039,21476,163817,100939,93764,816809,418485,6139,0,1666668,9257,18051,1380,2656,8857,287099,132727,34763,193419,3906,Confirmed,235146,719403,30563,8087331,0,477895,61566,365692
4313,820565,14752,205913,215964,14351,185306,30-Oct-20,2020-10-30,0,381644,3243,43416,172008,21577,165467,101262,94330,820398,425123,6194,0,1672858,9334,18272,1386,2694,8908,288646,133158,34910,195213,3926,Confirmed,236677,722011,30660,8135448,0,480082,61915,369671
4328,823348,14852,206249,216764,14418,187270,31-Oct-20,2020-10-31,0,386706,3246,43626,172943,22059,167210,101736,94785,823412,433106,6270,0,1678406,9404,18502,1392,2722,9010,290116,133658,35015,196993,3953,Confirmed,238122,724522,30714,8182676,0,481863,62328,373664
4336,825966,14881,206415,217541,14476,188813,01-Nov-20,2020-11-01,0,392370,3248,43768,173803,22264,168880,102062,95325,827064,440131,6287,0,1683775,9559,18750,1398,2756,9038,291825,133975,35111,198747,3971,Confirmed,239538,727026,30791,8228604,0,483832,62550,377651
4348,827882,14998,206880,218118,14528,190513,02-Nov-20,2020-11-02,0,396371,3252,43954,174678,22598,170446,102465,95710,829640,444269,6357,0,1687784,9630,19091,1404,2757,9059,293214,134371,35180,200495,3980,Confirmed,240460,729507,30849,8266196,0,485609,62881,381608
4368,830731,15083,207259,218964,14608,192237,03-Nov-20,2020-11-03,0,403096,3252,44189,175632,22932,172130,102862,96188,832396,451131,6441,0,1692693,9693,19241,1410,2792,9114,294415,134786,35327,202220,4017,Confirmed,241996,731942,30986,8312223,0,487335,63197,385589
4385,833208,15160,207639,219505,14702,194499,04-Nov-20,2020-11-04,0,409938,3256,44372,176607,23365,174082,103163,96700,835773,459647,6553,0,1698198,9753,19503,1416,2893,9170,295889,135313,35431,203990,4079,Confirmed,243633,734429,31102,8362688,0,489502,63585,389576
4399,835953,15244,207952,220246,14794,196233,05-Nov-20,2020-11-05,0,416653,3260,44544,177597,23809,176146,103518,97224,838929,466467,6633,0,1703444,9845,19725,1422,2958,9227,297274,135834,35552,205800,4108,Confirmed,245172,736777,31234,8410316,0,491354,64065,393524
4416,838363,15325,208287,220992,14927,197991,06-Nov-20,2020-11-06,0,423831,3265,44747,178632,23897,178413,103874,97805,841889,473469,6718,0,1710314,9931,19891,1428,2990,9290,298768,136481,35677,207597,4157,Confirmed,246774,739147,31344,8460333,0,493527,64538,397466
4437,840730,15389,208535,221811,15025,199562,07-Nov-20,2020-11-07,0,430784,3266,44916,179678,24812,180424,104214,98337,844147,480670,6790,0,1714273,9999,20131,1434,3032,9418,300140,136958,35746,209438,4208,Confirmed,248381,741488,31431,8506486,0,495421,65036,401394
4446,842967,15436,208687,222612,15134,200937,08-Nov-20,2020-11-08,0,438529,3266,45065,180698,25486,182804,104417,98892,846887,486110,6809,0,1719858,10154,20376,1440,3090,9437,301574,137445,35840,211310,4258,Confirmed,249821,743822,31514,8553193,0,497563,65279,405314
4459,844359,15484,209015,223477,15249,202523,09-Nov-20,2020-11-09,0,443552,3266,45209,181669,26197,185231,104663,99352,848850,489703,6809,0,1719858,10182,20558,1446,3096,9466,302793,137999,35902,213169,4270,Confirmed,250678,746079,31540,8586910,0,499190,65677,409221
