,index,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Ladakh,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Odisha,Puducherry,Punjab,Rajasthan,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal
0,North and Middle Andaman,"[{'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-04-21'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-04-22'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-04-23'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-04-24'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-04-25'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-04-26'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-04-27'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-04-28'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-04-29'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-04-30'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-05-01'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-05-02'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-05-03'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-05-04'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 1, 'date': '2020-05-05'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,South Andaman,"[{'active': 5, 'confirmed': 15, 'deceased': 0, 'recovered': 10, 'date': '2020-04-21'}, {'notes': '', 'active': 6, 'confirmed': 16, 'deceased': 0, 'recovered': 10, 'date': '2020-04-22'}, {'notes': '', 'active': 10, 'confirmed': 20, 'deceased': 0, 'recovered': 10, 'date': '2020-04-23'}, {'notes': '', 'active': 17, 'confirmed': 27, 'deceased': 0, 'recovered': 10, 'date': '2020-04-24'}, {'notes': '', 'active': 22, 'confirmed': 32, 'deceased': 0, 'recovered': 10, 'date': '2020-04-25'}, {'notes': '', 'active': 22, 'confirmed': 32, 'deceased': 0, 'recovered': 10, 'date': '2020-04-26'}, {'notes': '', 'active': 22, 'confirmed': 32, 'deceased': 0, 'recovered': 10, 'date': '2020-04-27'}, {'notes': '', 'active': 18, 'confirmed': 32, 'deceased': 0, 'recovered': 14, 'date': '2020-04-28'}, {'notes': '', 'active': 18, 'confirmed': 32, 'deceased': 0, 'recovered': 14, 'date': '2020-04-29'}, {'notes': '', 'active': 17, 'confirmed': 32, 'deceased': 0, 'recovered': 15, 'date': '2020-04-30'}, {'notes': '', 'active': 17, 'confirmed': 32, 'deceased': 0, 'recovered': 15, 'date': '2020-05-01'}, {'notes': '', 'active': 7, 'confirmed': 32, 'deceased': 0, 'recovered': 25, 'date': '2020-05-02'}, {'notes': '', 'active': 1, 'confirmed': 32, 'deceased': 0, 'recovered': 31, 'date': '2020-05-03'}, {'notes': '', 'active': 1, 'confirmed': 32, 'deceased': 0, 'recovered': 31, 'date': '2020-05-04'}, {'notes': '', 'active': 1, 'confirmed': 32, 'deceased': 0, 'recovered': 31, 'date': '2020-05-05'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Unknown,"[{'active': 1, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-21'}, {'notes': '', 'active': 1, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-22'}, {'notes': '', 'active': 1, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-23'}, {'notes': '', 'active': 1, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-24'}]",,,"[{'notes': '', 'active': 1, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-23'}, {'notes': '', 'active': -12, 'confirmed': 1, 'deceased': 0, 'recovered': 13, 'date': '2020-04-24'}, {'notes': '', 'active': -12, 'confirmed': 1, 'deceased': 0, 'recovered': 13, 'date': '2020-04-25'}, {'notes': '', 'active': -20, 'confirmed': 1, 'deceased': 0, 'recovered': 21, 'date': '2020-04-26'}, {'notes': '', 'active': -20, 'confirmed': 1, 'deceased': 0, 'recovered': 21, 'date': '2020-04-27'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 21, 'date': '2020-04-28'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 21, 'date': '2020-04-29'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 21, 'date': '2020-04-30'}]","[{'notes': '', 'active': 0, 'confirmed': 2, 'deceased': 0, 'recovered': 0, 'date': '2020-05-01'}, {'notes': '', 'active': 0, 'confirmed': 2, 'deceased': 1, 'recovered': 0, 'date': '2020-05-02'}]",,"[{'notes': '', 'active': -6, 'confirmed': 1, 'deceased': 0, 'recovered': 7, 'date': '2020-04-25'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-28'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-29'}, {'notes': '', 'active': 0, 'confirmed': 3, 'deceased': 0, 'recovered': 0, 'date': '2020-05-01'}]","[{'active': 2112, 'confirmed': 2112, 'deceased': 0, 'recovered': 0, 'date': '2020-04-21'}, {'notes': '', 'active': 2204, 'confirmed': 2204, 'deceased': 0, 'recovered': 0, 'date': '2020-04-22'}, {'notes': '', 'active': 1588, 'confirmed': 1588, 'deceased': 0, 'recovered': 0, 'date': '2020-04-23'}, {'notes': '', 'active': 816, 'confirmed': 1726, 'deceased': 53, 'recovered': 857, 'date': '2020-04-24'}, {'notes': '', 'active': 914, 'confirmed': 1837, 'deceased': 54, 'recovered': 869, 'date': '2020-04-25'}, {'notes': '', 'active': 1199, 'confirmed': 2130, 'deceased': 54, 'recovered': 877, 'date': '2020-04-26'}, {'notes': '', 'active': 1389, 'confirmed': 2320, 'deceased': 54, 'recovered': 877, 'date': '2020-04-27'}, {'notes': '', 'active': 0, 'confirmed': 2526, 'deceased': 54, 'recovered': 1078, 'date': '2020-04-28'}, {'notes': '', 'active': 0, 'confirmed': 2651, 'deceased': 56, 'recovered': 1092, 'date': '2020-04-29'}, {'notes': '', 'active': 0, 'confirmed': 2727, 'deceased': 59, 'recovered': 1094, 'date': '2020-04-30'}, {'notes': '', 'active': 0, 'confirmed': 2950, 'deceased': 61, 'recovered': 1167, 'date': '2020-05-01'}, {'notes': '', 'active': 0, 'confirmed': 3334, 'deceased': 64, 'recovered': 1256, 'date': '2020-05-02'}, {'notes': '', 'active': 0, 'confirmed': 3761, 'deceased': 64, 'recovered': 1362, 'date': '2020-05-03'}, {'notes': '', 'active': 0, 'confirmed': 4110, 'deceased': 64, 'recovered': 1431, 'date': '2020-05-04'}, {'notes': '', 'active': 0, 'confirmed': 4110, 'deceased': 64, 'recovered': 1431, 'date': '2020-05-05'}]","[{'active': 3, 'confirmed': 3, 'deceased': 0, 'recovered': 0, 'date': '2020-04-21'}]","[{'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 0, 'recovered': 1, 'date': '2020-05-01'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 10, 'recovered': 0, 'date': '2020-05-05'}]",,"[{'notes': '', 'active': 1, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-23'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 1, 'recovered': 0, 'date': '2020-04-24'}, {'notes': '', 'active': -5, 'confirmed': 1, 'deceased': 1, 'recovered': 5, 'date': '2020-04-25'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 0, 'recovered': 1, 'date': '2020-05-03'}]","[{'notes': '', 'active': 7, 'confirmed': 7, 'deceased': 0, 'recovered': 0, 'date': '2020-04-23'}]","[{'notes': '', 'active': 3, 'confirmed': 3, 'deceased': 0, 'recovered': 0, 'date': '2020-04-23'}, {'notes': '', 'active': -2, 'confirmed': 9, 'deceased': 3, 'recovered': 8, 'date': '2020-04-24'}, {'notes': '', 'active': 2, 'confirmed': 13, 'deceased': 3, 'recovered': 8, 'date': '2020-04-25'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-28'}]","[{'notes': '', 'active': 2, 'confirmed': 2, 'deceased': 0, 'recovered': 0, 'date': '2020-04-23'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 0, 'recovered': 1, 'date': '2020-04-28'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 0, 'recovered': 1, 'date': '2020-04-29'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 0, 'recovered': 14, 'date': '2020-04-30'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 0, 'recovered': 14, 'date': '2020-05-01'}]","[{'notes': '', 'active': 0, 'confirmed': -3, 'deceased': 0, 'recovered': -4, 'date': '2020-04-30'}]",,"[{'active': 1, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-21'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 9, 'recovered': 58, 'date': '2020-05-04'}]","[{'active': 1362, 'confirmed': 1362, 'deceased': 0, 'recovered': 0, 'date': '2020-04-21'}, {'notes': '', 'active': 431, 'confirmed': 431, 'deceased': 0, 'recovered': 0, 'date': '2020-04-22'}, {'notes': '', 'active': 778, 'confirmed': 778, 'deceased': 0, 'recovered': 0, 'date': '2020-04-23'}, {'notes': '', 'active': 204, 'confirmed': 390, 'deceased': 18, 'recovered': 168, 'date': '2020-04-24'}, {'notes': '', 'active': 428, 'confirmed': 522, 'deceased': 0, 'recovered': 94, 'date': '2020-04-27'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 31, 'recovered': 106, 'date': '2020-04-28'}, {'notes': '', 'active': 0, 'confirmed': 1008, 'deceased': 0, 'recovered': 106, 'date': '2020-05-01'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 0, 'recovered': 121, 'date': '2020-05-02'}, {'notes': '', 'active': 0, 'confirmed': 1567, 'deceased': 35, 'recovered': 350, 'date': '2020-05-04'}]",,"[{'active': 5, 'confirmed': 5, 'deceased': 0, 'recovered': 0, 'date': '2020-04-21'}, {'notes': '', 'active': 5, 'confirmed': 5, 'deceased': 0, 'recovered': 0, 'date': '2020-04-22'}, {'notes': '', 'active': 5, 'confirmed': 5, 'deceased': 0, 'recovered': 0, 'date': '2020-04-23'}, {'notes': '', 'active': 4, 'confirmed': 5, 'deceased': 1, 'recovered': 0, 'date': '2020-04-24'}, {'notes': '', 'active': 4, 'confirmed': 5, 'deceased': 1, 'recovered': 0, 'date': '2020-04-25'}, {'notes': '', 'active': 4, 'confirmed': 5, 'deceased': 1, 'recovered': 0, 'date': '2020-04-26'}, {'notes': '', 'active': 4, 'confirmed': 5, 'deceased': 1, 'recovered': 0, 'date': '2020-04-27'}, {'notes': '', 'active': 0, 'confirmed': 5, 'deceased': 1, 'recovered': 0, 'date': '2020-04-28'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-29'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-30'}]",,,,,"[{'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 0, 'recovered': 26, 'date': '2020-04-28'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 0, 'recovered': -2, 'date': '2020-04-29'}]","[{'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 11, 'recovered': 0, 'date': '2020-04-28'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 4, 'recovered': 0, 'date': '2020-04-29'}]","[{'active': 78, 'confirmed': 78, 'deceased': 0, 'recovered': 0, 'date': '2020-04-21'}, {'notes': '', 'active': 73, 'confirmed': 73, 'deceased': 0, 'recovered': 0, 'date': '2020-04-22'}, {'notes': '', 'active': 73, 'confirmed': 73, 'deceased': 0, 'recovered': 0, 'date': '2020-04-23'}, {'notes': '', 'active': -191, 'confirmed': 86, 'deceased': 25, 'recovered': 252, 'date': '2020-04-24'}, {'notes': '', 'active': -246, 'confirmed': 86, 'deceased': 25, 'recovered': 307, 'date': '2020-04-25'}, {'notes': '', 'active': -255, 'confirmed': 86, 'deceased': 25, 'recovered': 316, 'date': '2020-04-26'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 0, 'recovered': 58, 'date': '2020-04-28'}, {'notes': '', 'active': 0, 'confirmed': 7, 'deceased': 0, 'recovered': 93, 'date': '2020-04-29'}, {'notes': '', 'active': 0, 'confirmed': 29, 'deceased': 0, 'recovered': 126, 'date': '2020-04-30'}, {'notes': '', 'active': 0, 'confirmed': 29, 'deceased': 0, 'recovered': 148, 'date': '2020-05-01'}, {'notes': '', 'active': 0, 'confirmed': 29, 'deceased': 1, 'recovered': 148, 'date': '2020-05-02'}, {'notes': '', 'active': 0, 'confirmed': 29, 'deceased': 1, 'recovered': 194, 'date': '2020-05-03'}, {'notes': '', 'active': 0, 'confirmed': 29, 'deceased': 1, 'recovered': 234, 'date': '2020-05-04'}, {'notes': '', 'active': 0, 'confirmed': 29, 'deceased': 1, 'recovered': 234, 'date': '2020-05-05'}]",,"[{'active': 1, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-21'}, {'notes': '', 'active': 1, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-04-22'}, {'notes': '', 'active': 0, 'confirmed': 81, 'deceased': 5, 'recovered': 48, 'date': '2020-04-29'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-05-01'}, {'notes': '', 'active': 0, 'confirmed': 1, 'deceased': 0, 'recovered': 0, 'date': '2020-05-02'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 7, 'recovered': 48, 'date': '2020-05-04'}]","[{'notes': '', 'active': 0, 'confirmed': 3, 'deceased': 0, 'recovered': 3, 'date': '2020-04-26'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 0, 'recovered': 11, 'date': '2020-04-28'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 0, 'recovered': 11, 'date': '2020-04-29'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 0, 'recovered': 3, 'date': '2020-04-30'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 1, 'recovered': 1, 'date': '2020-05-01'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 1, 'recovered': 1, 'date': '2020-05-02'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 1, 'recovered': 1, 'date': '2020-05-03'}, {'notes': '', 'active': 0, 'confirmed': 0, 'deceased': 1, 'recovered': 1, 'date': '2020-05-04'}]","[{'active': 365, 'confirmed': 365, 'deceased': 0, 'recovered': 0, 'date': '2020-04-21'}, {'notes': '', 'active': 35, 'confirmed': 35, 'deceased': 0, 'recovered': 0, 'date': '2020-04-22'}, {'notes': '', 'active': 68, 'confirmed': 68, 'deceased': 0, 'recovered': 0, 'date': '2020-04-23'}, {'notes': '', 'active': 5, 'confirmed': 126, 'deceased': 18, 'recovered': 103, 'date': '2020-04-24'}, {'notes': '', 'active': 62, 'confirmed': 183, 'deceased': 18, 'recovered': 103, 'date': '2020-04-25'}, {'notes': '', 'active': 98, 'confirmed': 223, 'deceased': 20, 'recovered': 105, 'date': '2020-04-26'}, {'notes': '', 'active': 136, 'confirmed': 261, 'deceased': 20, 'recovered': 105, 'date': '2020-04-27'}, {'notes': '', 'active': 0, 'confirmed': 309, 'deceased': 22, 'recovered': 109, 'date': '2020-04-28'}, {'notes': '', 'active': 0, 'confirmed': 337, 'deceased': 22, 'recovered': 119, 'date': '2020-04-29'}, {'notes': '', 'active': 0, 'confirmed': 370, 'deceased': 33, 'recovered': 124, 'date': '2020-04-30'}, {'notes': '', 'active': 0, 'confirmed': 407, 'deceased': 33, 'recovered': 139, 'date': '2020-05-01'}, {'notes': '', 'active': 0, 'confirmed': 407, 'deceased': 48, 'recovered': 139, 'date': '2020-05-02'}, {'notes': '', 'active': 0, 'confirmed': 534, 'deceased': 50, 'recovered': 151, 'date': '2020-05-03'}]"
3,Anantapur,,"[{'active': 31, 'confirmed': 36, 'deceased': 3, 'recovered': 2, 'date': '2020-04-21'}, {'notes': '', 'active': 31, 'confirmed': 36, 'deceased': 3, 'recovered': 2, 'date': '2020-04-22'}, {'notes': '', 'active': 32, 'confirmed': 42, 'deceased': 3, 'recovered': 7, 'date': '2020-04-23'}, {'notes': '', 'active': 31, 'confirmed': 46, 'deceased': 4, 'recovered': 11, 'date': '2020-04-24'}, {'notes': '', 'active': 34, 'confirmed': 51, 'deceased': 4, 'recovered': 13, 'date': '2020-04-25'}, {'notes': '', 'active': 35, 'confirmed': 53, 'deceased': 4, 'recovered': 14, 'date': '2020-04-26'}, {'notes': '', 'active': 35, 'confirmed': 53, 'deceased': 4, 'recovered': 14, 'date': '2020-04-27'}, {'notes': '', 'active': 36, 'confirmed': 54, 'deceased': 4, 'recovered': 14, 'date': '2020-04-28'}, {'notes': '', 'active': 37, 'confirmed': 58, 'deceased': 4, 'recovered': 17, 'date': '2020-04-29'}, {'notes': '', 'active': 37, 'confirmed': 61, 'deceased': 4, 'recovered': 20, 'date': '2020-04-30'}, {'notes': '', 'active': 41, 'confirmed': 67, 'deceased': 4, 'recovered': 22, 'date': '2020-05-01'}, {'notes': '', 'active': 43, 'confirmed': 71, 'deceased': 4, 'recovered': 24, 'date': '2020-05-02'}, {'notes': '', 'active': 50, 'confirmed': 78, 'deceased': 4, 'recovered': 24, 'date': '2020-05-03'}, {'notes': '', 'active': 50, 'confirmed': 78, 'deceased': 4, 'recovered': 24, 'date': '2020-05-04'}, {'notes': '', 'active': 52, 'confirmed': 80, 'deceased': 4, 'recovered': 24, 'date': '2020-05-05'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Chittoor,,"[{'active': 49, 'confirmed': 53, 'deceased': 0, 'recovered': 4, 'date': '2020-04-21'}, {'notes': '', 'active': 55, 'confirmed': 59, 'deceased': 0, 'recovered': 4, 'date': '2020-04-22'}, {'notes': '', 'active': 62, 'confirmed': 73, 'deceased': 0, 'recovered': 11, 'date': '2020-04-23'}, {'notes': '', 'active': 62, 'confirmed': 73, 'deceased': 0, 'recovered': 11, 'date': '2020-04-24'}, {'notes': '', 'active': 62, 'confirmed': 73, 'deceased': 0, 'recovered': 11, 'date': '2020-04-25'}, {'notes': '', 'active': 60, 'confirmed': 73, 'deceased': 0, 'recovered': 13, 'date': '2020-04-26'}, {'notes': '', 'active': 57, 'confirmed': 73, 'deceased': 0, 'recovered': 16, 'date': '2020-04-27'}, {'notes': '', 'active': 58, 'confirmed': 74, 'deceased': 0, 'recovered': 16, 'date': '2020-04-28'}, {'notes': '', 'active': 61, 'confirmed': 77, 'deceased': 0, 'recovered': 16, 'date': '2020-04-29'}, {'notes': '', 'active': 64, 'confirmed': 80, 'deceased': 0, 'recovered': 16, 'date': '2020-04-30'}, {'notes': '', 'active': 58, 'confirmed': 80, 'deceased': 0, 'recovered': 22, 'date': '2020-05-01'}, {'notes': '', 'active': 56, 'confirmed': 80, 'deceased': 0, 'recovered': 24, 'date': '2020-05-02'}, {'notes': '', 'active': 44, 'confirmed': 81, 'deceased': 0, 'recovered': 37, 'date': '2020-05-03'}, {'notes': '', 'active': 37, 'confirmed': 82, 'deceased': 0, 'recovered': 45, 'date': '2020-05-04'}, {'notes': '', 'active': 34, 'confirmed': 82, 'deceased': 0, 'recovered': 48, 'date': '2020-05-05'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,East Godavari,,"[{'active': 18, 'confirmed': 26, 'deceased': 0, 'recovered': 8, 'date': '2020-04-21'}, {'notes': '', 'active': 18, 'confirmed': 26, 'deceased': 0, 'recovered': 8, 'date': '2020-04-22'}, {'notes': '', 'active': 24, 'confirmed': 32, 'deceased': 0, 'recovered': 8, 'date': '2020-04-23'}, {'notes': '', 'active': 26, 'confirmed': 34, 'deceased': 0, 'recovered': 8, 'date': '2020-04-24'}, {'notes': '', 'active': 25, 'confirmed': 37, 'deceased': 0, 'recovered': 12, 'date': '2020-04-25'}, {'notes': '', 'active': 27, 'confirmed': 39, 'deceased': 0, 'recovered': 12, 'date': '2020-04-26'}, {'notes': '', 'active': 27, 'confirmed': 39, 'deceased': 0, 'recovered': 12, 'date': '2020-04-27'}, {'notes': '', 'active': 27, 'confirmed': 39, 'deceased': 0, 'recovered': 12, 'date': '2020-04-28'}, {'notes': '', 'active': 28, 'confirmed': 40, 'deceased': 0, 'recovered': 12, 'date': '2020-04-29'}, {'notes': '', 'active': 28, 'confirmed': 42, 'deceased': 0, 'recovered': 14, 'date': '2020-04-30'}, {'notes': '', 'active': 25, 'confirmed': 42, 'deceased': 0, 'recovered': 17, 'date': '2020-05-01'}, {'notes': '', 'active': 28, 'confirmed': 45, 'deceased': 0, 'recovered': 17, 'date': '2020-05-02'}, {'notes': '', 'active': 25, 'confirmed': 45, 'deceased': 0, 'recovered': 20, 'date': '2020-05-03'}, {'notes': '', 'active': 23, 'confirmed': 45, 'deceased': 0, 'recovered': 22, 'date': '2020-05-04'}, {'notes': '', 'active': 23, 'confirmed': 45, 'deceased': 0, 'recovered': 22, 'date': '2020-05-05'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Guntur,,"[{'active': 136, 'confirmed': 157, 'deceased': 6, 'recovered': 15, 'date': '2020-04-21'}, {'notes': '', 'active': 156, 'confirmed': 177, 'deceased': 6, 'recovered': 15, 'date': '2020-04-22'}, {'notes': '', 'active': 164, 'confirmed': 195, 'deceased': 8, 'recovered': 23, 'date': '2020-04-23'}, {'notes': '', 'active': 175, 'confirmed': 206, 'deceased': 8, 'recovered': 23, 'date': '2020-04-24'}, {'notes': '', 'active': 178, 'confirmed': 209, 'deceased': 8, 'recovered': 23, 'date': '2020-04-25'}, {'notes': '', 'active': 177, 'confirmed': 214, 'deceased': 8, 'recovered': 29, 'date': '2020-04-26'}, {'notes': '', 'active': 200, 'confirmed': 237, 'deceased': 8, 'recovered': 29, 'date': '2020-04-27'}, {'notes': '', 'active': 207, 'confirmed': 254, 'deceased': 8, 'recovered': 39, 'date': '2020-04-28'}, {'notes': '', 'active': 216, 'confirmed': 283, 'deceased': 8, 'recovered': 59, 'date': '2020-04-29'}, {'notes': '', 'active': 192, 'confirmed': 287, 'deceased': 8, 'recovered': 87, 'date': '2020-04-30'}, {'notes': '', 'active': 201, 'confirmed': 306, 'deceased': 8, 'recovered': 97, 'date': '2020-05-01'}, {'notes': '', 'active': 203, 'confirmed': 308, 'deceased': 8, 'recovered': 97, 'date': '2020-05-02'}, {'notes': '', 'active': 196, 'confirmed': 319, 'deceased': 8, 'recovered': 115, 'date': '2020-05-03'}, {'notes': '', 'active': 215, 'confirmed': 338, 'deceased': 8, 'recovered': 115, 'date': '2020-05-04'}, {'notes': '', 'active': 215, 'confirmed': 351, 'deceased': 8, 'recovered': 128, 'date': '2020-05-05'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Krishna,,"[{'active': 63, 'confirmed': 83, 'deceased': 6, 'recovered': 14, 'date': '2020-04-21'}, {'notes': '', 'active': 66, 'confirmed': 86, 'deceased': 6, 'recovered': 14, 'date': '2020-04-22'}, {'notes': '', 'active': 56, 'confirmed': 88, 'deceased': 7, 'recovered': 25, 'date': '2020-04-23'}, {'notes': '', 'active': 70, 'confirmed': 102, 'deceased': 7, 'recovered': 25, 'date': '2020-04-24'}, {'notes': '', 'active': 90, 'confirmed': 127, 'deceased': 8, 'recovered': 29, 'date': '2020-04-25'}, {'notes': '', 'active': 140, 'confirmed': 177, 'deceased': 8, 'recovered': 29, 'date': '2020-04-26'}, {'notes': '', 'active': 173, 'confirmed': 210, 'deceased': 8, 'recovered': 29, 'date': '2020-04-27'}, {'notes': '', 'active': 186, 'confirmed': 223, 'deceased': 8, 'recovered': 29, 'date': '2020-04-28'}, {'notes': '', 'active': 196, 'confirmed': 236, 'deceased': 8, 'recovered': 32, 'date': '2020-04-29'}, {'notes': '', 'active': 206, 'confirmed': 246, 'deceased': 8, 'recovered': 32, 'date': '2020-04-30'}, {'notes': '', 'active': 201, 'confirmed': 246, 'deceased': 8, 'recovered': 37, 'date': '2020-05-01'}, {'notes': '', 'active': 206, 'confirmed': 258, 'deceased': 8, 'recovered': 44, 'date': '2020-05-02'}, {'notes': '', 'active': 212, 'confirmed': 266, 'deceased': 8, 'recovered': 46, 'date': '2020-05-03'}, {'notes': '', 'active': 224, 'confirmed': 278, 'deceased': 8, 'recovered': 46, 'date': '2020-05-04'}, {'notes': '', 'active': 221, 'confirmed': 286, 'deceased': 9, 'recovered': 56, 'date': '2020-05-05'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Kurnool,,"[{'active': 175, 'confirmed': 184, 'deceased': 5, 'recovered': 4, 'date': '2020-04-21'}, {'notes': '', 'active': 194, 'confirmed': 203, 'deceased': 5, 'recovered': 4, 'date': '2020-04-22'}, {'notes': '', 'active': 223, 'confirmed': 234, 'deceased': 7, 'recovered': 4, 'date': '2020-04-23'}, {'notes': '', 'active': 249, 'confirmed': 261, 'deceased': 8, 'recovered': 4, 'date': '2020-04-24'}, {'notes': '', 'active': 259, 'confirmed': 275, 'deceased': 9, 'recovered': 7, 'date': '2020-04-25'}, {'notes': '', 'active': 239, 'confirmed': 279, 'deceased': 9, 'recovered': 31, 'date': '2020-04-26'}, {'notes': '', 'active': 252, 'confirmed': 292, 'deceased': 9, 'recovered': 31, 'date': '2020-04-27'}, {'notes': '', 'active': 280, 'confirmed': 332, 'deceased': 9, 'recovered': 43, 'date': '2020-04-28'}, {'notes': '', 'active': 291, 'confirmed': 343, 'deceased': 9, 'recovered': 43, 'date': '2020-04-29'}, {'notes': '', 'active': 334, 'confirmed': 386, 'deceased': 9, 'recovered': 43, 'date': '2020-04-30'}, {'notes': '', 'active': 335, 'confirmed': 411, 'deceased': 10, 'recovered': 66, 'date': '2020-05-01'}, {'notes': '', 'active': 360, 'confirmed': 436, 'deceased': 10, 'recovered': 66, 'date': '2020-05-02'}, {'notes': '', 'active': 379, 'confirmed': 466, 'deceased': 10, 'recovered': 77, 'date': '2020-05-03'}, {'notes': '', 'active': 395, 'confirmed': 491, 'deceased': 10, 'recovered': 86, 'date': '2020-05-04'}, {'notes': '', 'active': 392, 'confirmed': 516, 'deceased': 10, 'recovered': 114, 'date': '2020-05-05'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
