an,ap,ar,as,br,ch,ct,date,dd,dl,dn,ga,gj,hp,hr,jh,jk,ka,kl,la,ld,mh,ml,mn,mp,mz,nl,or,pb,py,rj,sk,status,tg,tn,tr,tt,un,up,ut,wb
0,0,0,0,0,0,0,11-Apr-20,0,0,0,4,11,6,0,0,0,5,19,0,0,20,0,0,6,0,0,0,0,0,56,0,Recovered,51,0,0,186,0,13,0,0
0,2,0,0,11,0,1,12-Apr-20,0,1,0,0,0,4,8,0,0,15,36,0,0,9,0,0,6,0,0,0,3,0,5,0,Recovered,7,6,0,114,0,0,0,3
0,0,0,0,2,0,0,13-Apr-20,0,3,0,0,10,0,7,0,10,6,19,1,0,12,0,0,6,0,0,6,2,0,0,0,Recovered,0,8,0,112,0,4,2,10
0,4,0,0,1,0,3,14-Apr-20,0,0,0,0,5,1,4,0,14,11,13,0,0,30,0,0,6,0,0,0,2,0,26,0,Recovered,7,23,0,167,0,1,2,7
0,4,1,2,0,2,4,15-Apr-20,0,10,0,1,5,0,2,0,6,9,7,0,0,36,0,0,6,0,0,1,0,0,0,0,Recovered,8,37,1,144,0,7,0,1
1,0,0,3,8,0,6,16-Apr-20,0,11,0,0,9,3,8,0,2,2,27,2,0,5,0,0,6,0,0,0,2,0,17,0,Recovered,68,62,0,258,0,11,0,5
0,15,0,4,0,0,1,17-Apr-20,0,20,0,0,13,0,21,0,4,6,10,0,0,31,0,0,6,0,0,2,1,0,19,0,Recovered,0,103,0,273,0,14,0,9
0,7,0,3,5,0,1,18-Apr-20,0,135,0,0,7,0,14,0,9,16,2,0,0,34,0,0,6,0,0,3,1,3,17,0,Recovered,0,82,0,426,0,26,0,4
0,23,0,5,0,4,0,19-Apr-20,0,83,0,1,12,0,4,0,5,7,13,0,0,142,0,0,6,0,0,0,6,0,5,0,Recovered,0,46,0,388,0,19,2,7
0,27,0,2,0,1,0,20-Apr-20,0,141,0,0,26,0,37,4,15,1,21,0,0,65,0,1,6,0,0,0,1,0,0,0,Recovered,0,46,0,419,0,13,7,4
0,4,0,0,0,0,0,21-Apr-20,0,180,0,0,8,0,6,0,10,17,16,0,0,150,0,0,6,0,0,6,11,0,69,0,Recovered,8,178,0,703,0,22,1,7
0,24,0,0,0,0,3,22-Apr-20,0,113,0,0,40,0,11,0,11,2,1,0,0,67,0,0,6,0,0,2,4,0,70,0,Recovered,0,27,0,394,0,11,4,0
0,21,0,0,2,0,2,23-Apr-20,0,84,0,0,79,2,12,4,0,14,8,2,0,51,0,0,6,0,0,1,13,0,107,0,Recovered,58,90,1,642,0,33,1,6
0,4,0,0,0,1,0,24-Apr-20,0,49,0,0,7,0,16,0,17,7,15,0,0,117,0,0,6,0,0,0,4,0,42,0,Recovered,39,114,0,484,0,20,1,24
0,26,0,0,1,0,2,25-Apr-20,0,12,0,0,17,4,5,0,3,6,7,0,0,119,0,0,6,0,0,1,2,0,20,0,Recovered,16,94,0,442,0,35,1,0
0,60,0,8,11,2,0,26-Apr-20,0,8,0,0,31,0,8,5,25,24,4,0,0,112,0,0,6,0,0,1,12,0,116,0,Recovered,9,60,0,585,0,66,0,2
0,4,0,0,0,0,0,27-Apr-20,0,0,0,0,81,3,14,4,27,11,13,0,0,94,0,0,6,0,0,2,14,1,115,0,Recovered,16,54,0,580,0,72,0,0
4,23,0,0,8,0,2,28-Apr-20,0,201,0,0,40,0,11,2,12,14,4,0,0,106,0,0,6,0,0,1,3,0,26,0,Recovered,42,54,0,636,0,63,0,4
0,29,0,2,0,0,0,29-Apr-20,0,14,0,0,93,0,1,0,16,9,10,1,0,205,0,0,6,0,0,1,0,0,44,0,Recovered,35,82,0,690,0,48,2,10
1,34,0,0,20,1,2,30-Apr-20,0,2,0,0,86,3,10,0,24,13,14,0,0,180,0,0,6,0,0,2,3,0,79,0,Recovered,33,48,0,630,0,41,8,5
