an,ap,ar,as,br,ch,ct,date,dateymd,dd,dl,dn,ga,gj,hp,hr,jh,jk,ka,kl,la,ld,mh,ml,mn,mp,mz,nl,or,pb,py,rj,sk,status,tg,tn,tr,tt,un,up,ut,wb
27,3746,134,701,1277,54,2360,21-Oct-20,2020-10-21,0,3686,13,308,1137,264,1193,647,624,5872,8369,86,0,8142,28,214,6,30,119,1931,498,170,1810,34,Confirmed,1579,3086,112,56264,0,2321,505,4069
16,3620,165,508,1058,51,2491,22-Oct-20,2020-10-22,0,3882,6,247,1136,223,1128,549,584,5778,7482,31,0,7539,99,345,6,31,157,1913,605,210,1822,50,Confirmed,1456,3077,125,54371,0,2383,402,4157
23,3765,68,427,1093,72,2450,23-Oct-20,2020-10-23,0,4086,6,227,1112,196,1270,435,586,5356,8511,28,0,7347,81,156,6,18,140,1793,464,154,1815,43,Confirmed,1421,3057,145,53931,0,2202,288,4143
18,3342,66,258,1054,57,2011,24-Oct-20,2020-10-24,0,4116,4,218,1021,173,1299,383,577,4471,8253,73,0,6417,83,245,6,30,79,1695,483,126,1852,49,Confirmed,1273,2886,65,50366,0,2178,359,4148
20,2997,33,204,749,61,1368,25-Oct-20,2020-10-25,0,4136,3,211,919,157,1240,258,532,4439,6843,20,0,6059,136,138,6,58,111,1633,415,81,1821,16,Confirmed,978,2869,86,45922,0,2032,221,4127
8,1901,147,215,513,47,1649,26-Oct-20,2020-10-26,0,2832,0,290,908,216,1153,220,364,3130,4287,45,0,3645,0,264,6,46,37,1480,336,143,1805,5,Confirmed,582,2708,36,36019,0,1798,368,4121
21,2901,81,403,678,67,2046,27-Oct-20,2020-10-27,0,4853,3,215,992,231,1248,318,452,3691,5457,46,0,5363,70,180,6,34,63,1247,346,146,1796,23,Confirmed,837,2522,36,43036,0,1986,213,3957
15,2949,108,448,780,60,1929,28-Oct-20,2020-10-28,0,5673,6,221,980,332,1518,345,536,3146,8790,61,0,6738,90,205,6,80,61,1540,526,101,1785,12,Confirmed,1481,2516,160,50188,0,1980,304,3924
16,2905,88,398,783,80,2005,29-Oct-20,2020-10-29,0,5739,6,233,987,327,1594,395,551,4025,7020,54,0,5902,77,242,6,49,70,1617,464,178,1790,18,Confirmed,1504,2652,113,48765,0,1861,305,3989
12,2886,84,380,1018,59,1718,30-Oct-20,2020-10-30,0,5891,5,215,969,101,1650,323,566,3589,6638,55,0,6190,77,221,6,38,51,1547,431,147,1794,20,Confirmed,1531,2608,97,48117,0,2187,349,3979
15,2783,100,336,800,67,1964,31-Oct-20,2020-10-31,0,5062,3,210,935,482,1743,474,455,3014,7983,76,0,5548,70,230,6,28,102,1470,500,105,1780,27,Confirmed,1445,2511,54,47228,0,1781,413,3993
8,2618,29,166,777,58,1543,01-Nov-20,2020-11-01,0,5664,2,142,860,205,1670,326,540,3652,7025,17,0,5369,155,248,6,34,28,1709,317,96,1754,18,Confirmed,1416,2504,77,45928,0,1969,222,3987
12,1916,117,465,577,52,1700,02-Nov-20,2020-11-02,0,4001,4,186,875,334,1566,403,385,2576,4138,70,0,4009,71,341,6,1,21,1389,396,69,1748,9,Confirmed,922,2481,58,37592,0,1777,331,3957
20,2849,85,379,846,80,1724,03-Nov-20,2020-11-03,0,6725,0,235,954,334,1684,397,478,2756,6862,84,0,4909,63,150,6,35,55,1201,415,147,1725,37,Confirmed,1536,2435,137,46027,0,1726,316,3981
17,2477,77,380,541,94,2262,04-Nov-20,2020-11-04,0,6842,4,183,975,433,1952,301,512,3377,8516,112,0,5505,60,262,6,101,56,1474,527,104,1770,62,Confirmed,1637,2487,116,50465,0,2167,388,3987
14,2745,84,313,741,92,1734,05-Nov-20,2020-11-05,0,6715,4,172,990,444,2064,355,524,3156,6820,80,0,5246,92,222,6,65,57,1385,521,121,1810,29,Confirmed,1539,2348,132,47628,0,1852,480,3948
17,2410,81,335,746,133,1758,06-Nov-20,2020-11-06,0,7178,5,203,1035,88,2267,356,581,2960,7002,85,0,6870,86,166,6,32,63,1494,647,125,1797,49,Confirmed,1602,2370,110,50017,0,2173,473,3942
21,2367,64,248,819,98,1571,07-Nov-20,2020-11-07,0,6953,1,169,1046,915,2011,340,532,2258,7201,72,0,3959,68,240,6,42,128,1372,477,69,1841,51,Confirmed,1607,2341,87,46153,0,1894,498,3928
9,2237,0,152,801,109,1375,08-Nov-20,2020-11-08,0,7745,0,149,1020,674,2380,203,555,2740,5440,19,0,5585,132,245,6,58,19,1434,487,94,1872,50,Confirmed,1440,2334,83,46637,0,2142,243,3920
